GeneID,Chromosome,Start,End,Strand,Length,Class,Assembly,Old_GeneID,Description,Name
SAUSA300_RS15635,NC_007793.1,2715596,2716096,+,501,protein_coding,GCF_000013465.1,SAUSA300_2510,hypothetical protein,NA
SAUSA300_RS13940,NC_007793.1,2716316,2716546,+,231,protein_coding,GCF_000013465.1,SAUSA300_2511,DUF896 domain-containing protein,NA
SAUSA300_RS13945,NC_007793.1,2716696,2717073,-,378,protein_coding,GCF_000013465.1,SAUSA300_2512,glyoxalase,NA
SAUSA300_RS13950,NC_007793.1,2717090,2717911,-,822,protein_coding,GCF_000013465.1,SAUSA300_2513,NmrA/HSCARG family protein,NA
SAUSA300_RS13955,NC_007793.1,2717931,2718230,-,300,protein_coding,GCF_000013465.1,SAUSA300_2514,DUF2316 family protein,NA
SAUSA300_RS13960,NC_007793.1,2718361,2718918,+,558,protein_coding,GCF_000013465.1,SAUSA300_2515,TetR/AcrR family transcriptional regulator,NA
SAUSA300_RS13965,NC_007793.1,2718911,2719615,+,705,protein_coding,GCF_000013465.1,SAUSA300_2516,SDR family NAD(P)-dependent oxidoreductase,NA
SAUSA300_RS13970,NC_007793.1,2719713,2720723,+,1011,protein_coding,GCF_000013465.1,SAUSA300_2517,amidohydrolase,NA
SAUSA300_RS13975,NC_007793.1,2720743,2721573,+,831,protein_coding,GCF_000013465.1,SAUSA300_2518,alpha/beta hydrolase,NA
SAUSA300_RS13980,NC_007793.1,2721720,2722610,-,891,protein_coding,GCF_000013465.1,SAUSA300_2519,GTP-binding protein,NA
SAUSA300_RS13985,NC_007793.1,2722708,2724048,-,1341,protein_coding,GCF_000013465.1,SAUSA300_2520,ferrous iron transporter B,NA
SAUSA300_RS13990,NC_007793.1,2724042,2725148,-,1107,protein_coding,GCF_000013465.1,SAUSA300_2521,NAD(P)-binding domain-containing protein,NA
SAUSA300_RS15640,NC_007793.1,2725208,2725428,-,221,pseudogene,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS13995,NC_007793.1,2725482,2725778,-,297,protein_coding,GCF_000013465.1,SAUSA300_2522,DUF4176 domain-containing protein,NA
SAUSA300_RS14000,NC_007793.1,2725766,2726134,-,369,protein_coding,GCF_000013465.1,SAUSA300_2523,hypothetical protein,NA
SAUSA300_RS14005,NC_007793.1,2726149,2726427,-,279,protein_coding,GCF_000013465.1,SAUSA300_2524,TIGR04197 family type VII secretion effector,NA
SAUSA300_RS14010,NC_007793.1,2726769,2727635,-,867,protein_coding,GCF_000013465.1,SAUSA300_2525,fructosamine kinase family protein,NA
SAUSA300_RS14015,NC_007793.1,2727853,2728917,+,1065,protein_coding,GCF_000013465.1,SAUSA300_2526,quinone-dependent dihydroorotate dehydrogenase,NA
SAUSA300_RS14020,NC_007793.1,2729072,2729347,+,276,protein_coding,GCF_000013465.1,SAUSA300_2527,hypothetical protein,NA
SAUSA300_RS14025,NC_007793.1,2729533,2730255,-,723,protein_coding,GCF_000013465.1,SAUSA300_2528,epoxyqueuosine reductase QueH,NA
SAUSA300_RS14030,NC_007793.1,2730609,2731058,+,450,protein_coding,GCF_000013465.1,SAUSA300_2529,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,NA
SAUSA300_RS14035,NC_007793.1,2731139,2731726,-,588,protein_coding,GCF_000013465.1,SAUSA300_2530,TetR/AcrR family transcriptional regulator,NA
SAUSA300_RS14040,NC_007793.1,2731704,2731802,-,99,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14045,NC_007793.1,2731859,2733541,+,1683,protein_coding,GCF_000013465.1,SAUSA300_2531,CocE/NonD family hydrolase,NA
SAUSA300_RS14050,NC_007793.1,2733670,2734041,-,372,protein_coding,GCF_000013465.1,SAUSA300_2532,aspartate 1-decarboxylase,NA
SAUSA300_RS14055,NC_007793.1,2734055,2734906,-,852,protein_coding,GCF_000013465.1,SAUSA300_2533,pantoate--beta-alanine ligase,NA
SAUSA300_RS14060,NC_007793.1,2734899,2735717,-,819,protein_coding,GCF_000013465.1,SAUSA300_2534,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB
SAUSA300_RS14065,NC_007793.1,2735790,2736650,+,861,protein_coding,GCF_000013465.1,SAUSA300_2535,oxidoreductase,NA
SAUSA300_RS14070,NC_007793.1,2736736,2737440,-,705,protein_coding,GCF_000013465.1,SAUSA300_2536,acetolactate decarboxylase,budA
SAUSA300_RS14075,NC_007793.1,2737718,2738677,-,960,protein_coding,GCF_000013465.1,SAUSA300_2537,L-lactate dehydrogenase,NA
SAUSA300_RS14085,NC_007793.1,2739364,2740812,+,1449,protein_coding,GCF_000013465.1,SAUSA300_2538,amino acid permease,NA
SAUSA300_RS14090,NC_007793.1,2740893,2742230,-,1338,protein_coding,GCF_000013465.1,SAUSA300_2539,aspartate aminotransferase family protein,NA
SAUSA300_RS14095,NC_007793.1,2742488,2742904,+,417,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14100,NC_007793.1,2743027,2743917,+,891,protein_coding,GCF_000013465.1,SAUSA300_2540,fructose bisphosphate aldolase,NA
SAUSA300_RS14105,NC_007793.1,2744110,2745606,-,1497,protein_coding,GCF_000013465.1,SAUSA300_2541,malate dehydrogenase (quinone),mqo
SAUSA300_RS14110,NC_007793.1,2745902,2746231,+,330,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14115,NC_007793.1,2746291,2747889,-,1599,protein_coding,GCF_000013465.1,SAUSA300_2542,acetyl-CoA synthetase,NA
SAUSA300_RS14120,NC_007793.1,2748083,2748526,-,444,protein_coding,GCF_000013465.1,SAUSA300_2543,antibiotic biosynthesis monooxygenase,NA
SAUSA300_RS14125,NC_007793.1,2748807,2749019,-,213,protein_coding,GCF_000013465.1,SAUSA300_2544,hypothetical protein,NA
SAUSA300_RS14130,NC_007793.1,2749297,2751006,-,1710,protein_coding,GCF_000013465.1,SAUSA300_2545,choline dehydrogenase,betA
SAUSA300_RS14135,NC_007793.1,2751267,2752757,-,1491,protein_coding,GCF_000013465.1,SAUSA300_2546,betaine-aldehyde dehydrogenase,betB
SAUSA300_RS14140,NC_007793.1,2752826,2752921,+,96,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14145,NC_007793.1,2753010,2753573,+,564,protein_coding,GCF_000013465.1,SAUSA300_2547,GbsR/MarR family transcriptional regulator,NA
SAUSA300_RS14150,NC_007793.1,2753761,2754447,-,687,protein_coding,GCF_000013465.1,SAUSA300_2548,MBL fold metallo-hydrolase,NA
SAUSA300_RS14155,NC_007793.1,2754711,2756333,-,1623,protein_coding,GCF_000013465.1,SAUSA300_2549,BCCT family transporter,NA
SAUSA300_RS14160,NC_007793.1,2756465,2756626,+,162,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14165,NC_007793.1,2756642,2756752,-,111,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14170,NC_007793.1,2756852,2757388,-,537,protein_coding,GCF_000013465.1,SAUSA300_2550,anaerobic ribonucleoside-triphosphate reductase activating protein,nrdG
SAUSA300_RS14175,NC_007793.1,2757385,2759235,-,1851,protein_coding,GCF_000013465.1,SAUSA300_2551,anaerobic ribonucleoside-triphosphate reductase,nrdD
SAUSA300_RS14180,NC_007793.1,2759482,2760852,-,1371,protein_coding,GCF_000013465.1,SAUSA300_2552,CitMHS family transporter,NA
SAUSA300_RS14185,NC_007793.1,2761174,2761269,-,96,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14190,NC_007793.1,2761345,2761950,-,606,protein_coding,GCF_000013465.1,SAUSA300_2553,NAD(P)-binding protein,NA
SAUSA300_RS14195,NC_007793.1,2762013,2763893,-,1881,protein_coding,GCF_000013465.1,SAUSA300_2554,assimilatory sulfite reductase (NADPH) flavoprotein subunit,NA
SAUSA300_RS14200,NC_007793.1,2764088,2764180,+,93,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14205,NC_007793.1,2764288,2764785,-,498,protein_coding,GCF_000013465.1,SAUSA300_2555,glutathione peroxidase,NA
SAUSA300_RS14210,NC_007793.1,2764795,2765055,-,261,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS15645,NC_007793.1,2764996,2765187,+,192,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14215,NC_007793.1,2765437,2765550,-,114,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14225,NC_007793.1,2766209,2768209,-,2001,protein_coding,GCF_000013465.1,SAUSA300_2556,ABC transporter permease,NA
SAUSA300_RS14230,NC_007793.1,2768206,2768961,-,756,protein_coding,GCF_000013465.1,SAUSA300_2557,ABC transporter ATP-binding protein,NA
SAUSA300_RS14235,NC_007793.1,2769069,2769956,-,888,protein_coding,GCF_000013465.1,SAUSA300_2558,sensor histidine kinase,NA
SAUSA300_RS14240,NC_007793.1,2769967,2770632,-,666,protein_coding,GCF_000013465.1,SAUSA300_2559,response regulator transcription factor,NA
SAUSA300_RS14245,NC_007793.1,2770658,2770858,-,201,protein_coding,GCF_000013465.1,SAUSA300_2560,hypothetical protein,NA
SAUSA300_RS14255,NC_007793.1,2771056,2772480,+,1425,protein_coding,GCF_000013465.1,SAUSA300_2561,alkaline phosphatase,NA
SAUSA300_RS15650,NC_007793.1,2772540,2772641,-,102,protein_coding,GCF_000013465.1,SAUSA300_2562,DUF2648 domain-containing protein,NA
SAUSA300_RS14260,NC_007793.1,2772763,2773218,-,456,protein_coding,GCF_000013465.1,SAUSA300_2563,winged helix-turn-helix transcriptional regulator,NA
SAUSA300_RS14265,NC_007793.1,2773463,2774224,-,762,protein_coding,GCF_000013465.1,SAUSA300_2564,esterase family protein,NA
SAUSA300_RS14270,NC_007793.1,2774340,2777039,-,2700,protein_coding,GCF_000013465.1,SAUSA300_2565,MSCRAMM family adhesin clumping factor ClfB,clfB
SAUSA300_RS14275,NC_007793.1,2777389,2778093,-,705,protein_coding,GCF_000013465.1,SAUSA300_2566,Crp/Fnr family transcriptional regulator,NA
SAUSA300_RS14280,NC_007793.1,2778192,2779133,-,942,protein_coding,GCF_000013465.1,SAUSA300_2567,carbamate kinase,arcC
SAUSA300_RS14285,NC_007793.1,2779150,2780580,-,1431,protein_coding,GCF_000013465.1,SAUSA300_2568,arginine-ornithine antiporter,arcD
SAUSA300_RS14290,NC_007793.1,2780671,2781681,-,1011,protein_coding,GCF_000013465.1,SAUSA300_2569,ornithine carbamoyltransferase,argF
SAUSA300_RS14295,NC_007793.1,2781714,2782949,-,1236,protein_coding,GCF_000013465.1,SAUSA300_2570,arginine deiminase,arcA
SAUSA300_RS14300,NC_007793.1,2783126,2783293,-,168,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14305,NC_007793.1,2783296,2783745,-,450,protein_coding,GCF_000013465.1,SAUSA300_2571,arginine repressor,NA
SAUSA300_RS14310,NC_007793.1,2784112,2785641,-,1530,protein_coding,GCF_000013465.1,SAUSA300_2572,zinc metalloproteinase aureolysin,aur
SAUSA300_RS14315,NC_007793.1,2786065,2786592,-,528,protein_coding,GCF_000013465.1,SAUSA300_2573,immunodominant staphylococcal antigen IsaB,isaB
SAUSA300_RS14320,NC_007793.1,2786850,2787308,+,459,protein_coding,GCF_000013465.1,SAUSA300_2574,hypothetical protein,NA
SAUSA300_RS14325,NC_007793.1,2787548,2789422,+,1875,protein_coding,GCF_000013465.1,SAUSA300_2575,BglG family transcription antiterminator,NA
SAUSA300_RS14330,NC_007793.1,2789499,2791451,+,1953,protein_coding,GCF_000013465.1,SAUSA300_2576,PTS transporter subunit EIIA,NA
SAUSA300_RS14335,NC_007793.1,2791465,2792403,+,939,protein_coding,GCF_000013465.1,SAUSA300_2577,"mannose-6-phosphate isomerase, class I",manA
SAUSA300_RS14340,NC_007793.1,2792515,2795496,-,2982,protein_coding,GCF_000013465.1,SAUSA300_2578,YhgE/Pip domain-containing protein,NA
SAUSA300_RS14345,NC_007793.1,2795707,2797566,+,1860,protein_coding,GCF_000013465.1,SAUSA300_2579,amidase domain-containing protein,NA
SAUSA300_RS14350,NC_007793.1,2797833,2798393,-,561,protein_coding,GCF_000013465.1,SAUSA300_2580,cysteine hydrolase,NA
SAUSA300_RS14355,NC_007793.1,2798561,2800468,-,1908,protein_coding,GCF_000013465.1,SAUSA300_2581,cell-wall-anchored protein SasF,sasF
SAUSA300_RS14360,NC_007793.1,2800710,2802068,-,1359,protein_coding,GCF_000013465.1,SAUSA300_2582,accessory Sec system glycosylation chaperone GtfB,gtfB
SAUSA300_RS14365,NC_007793.1,2802061,2803569,-,1509,protein_coding,GCF_000013465.1,SAUSA300_2583,accessory Sec system glycosyltransferase GtfA,gtfA
SAUSA300_RS14370,NC_007793.1,2803587,2805977,-,2391,protein_coding,GCF_000013465.1,SAUSA300_2584,accessory Sec system translocase SecA2,secA2
SAUSA300_RS14375,NC_007793.1,2805967,2806926,-,960,protein_coding,GCF_000013465.1,SAUSA300_2585,accessory Sec system protein Asp3,asp3
SAUSA300_RS14380,NC_007793.1,2806904,2808472,-,1569,protein_coding,GCF_000013465.1,SAUSA300_2586,accessory Sec system protein Asp2,asp2
SAUSA300_RS14385,NC_007793.1,2808462,2810015,-,1554,protein_coding,GCF_000013465.1,SAUSA300_2587,accessory Sec system protein Asp1,asp1
SAUSA300_RS14390,NC_007793.1,2810026,2811237,-,1212,protein_coding,GCF_000013465.1,SAUSA300_2588,accessory Sec system protein translocase subunit SecY2,NA
SAUSA300_RS14395,NC_007793.1,2811367,2818182,-,6816,protein_coding,GCF_000013465.1,SAUSA300_2589,serine-rich repeat glycoprotein adhesin SasA,sasA
SAUSA300_RS14400,NC_007793.1,2818727,2819419,-,693,protein_coding,GCF_000013465.1,SAUSA300_2590,flavin reductase family protein,NA
SAUSA300_RS14405,NC_007793.1,2819685,2820113,+,429,protein_coding,GCF_000013465.1,SAUSA300_2591,hypothetical protein,NA
SAUSA300_RS14410,NC_007793.1,2820100,2820402,+,303,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14415,NC_007793.1,2820556,2820915,+,360,protein_coding,GCF_000013465.1,SAUSA300_2592,hypothetical protein,NA
SAUSA300_RS14420,NC_007793.1,2821000,2821611,-,612,protein_coding,GCF_000013465.1,SAUSA300_2593,flavin reductase family protein,NA
SAUSA300_RS14425,NC_007793.1,2821690,2822166,-,477,protein_coding,GCF_000013465.1,SAUSA300_2594,peptide-methionine (S)-S-oxide reductase,NA
SAUSA300_RS14430,NC_007793.1,2822169,2822669,-,501,protein_coding,GCF_000013465.1,SAUSA300_2595,GNAT family N-acetyltransferase,NA
SAUSA300_RS14435,NC_007793.1,2822904,2823671,-,768,protein_coding,GCF_000013465.1,SAUSA300_2596,tyrosine-protein phosphatase,NA
SAUSA300_RS14440,NC_007793.1,2823668,2824360,-,693,protein_coding,GCF_000013465.1,SAUSA300_2597,polysaccharide biosynthesis tyrosine autokinase,NA
SAUSA300_RS14445,NC_007793.1,2824377,2825039,-,663,protein_coding,GCF_000013465.1,SAUSA300_2598,capsular polysaccharide biosynthesis protein CapA,NA
SAUSA300_RS14450,NC_007793.1,2825887,2826447,-,561,protein_coding,GCF_000013465.1,SAUSA300_2599,TetR/AcrR family transcriptional regulator,NA
SAUSA300_RS14455,NC_007793.1,2826611,2827849,+,1239,protein_coding,GCF_000013465.1,SAUSA300_2600,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",pgaC
SAUSA300_RS14460,NC_007793.1,2827813,2828118,+,306,protein_coding,GCF_000013465.1,NA,"poly-beta-1,6-N-acetyl-D-glucosamine synthesis protein IcaD",NA
SAUSA300_RS14465,NC_007793.1,2828115,2828987,+,873,protein_coding,GCF_000013465.1,SAUSA300_2601,intercellular adhesin biosynthesis polysaccharide N-deacetylase,icaB
SAUSA300_RS14470,NC_007793.1,2828974,2830026,+,1053,protein_coding,GCF_000013465.1,SAUSA300_2602,"poly-beta-1,6-N-acetyl-D-glucosamine export protein",NA
SAUSA300_RS15850,NC_007793.1,2830035,2830217,-,183,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14475,NC_007793.1,2830473,2832515,-,2043,protein_coding,GCF_000013465.1,SAUSA300_2603,YSIRK domain-containing triacylglycerol lipase Lip1,lip1
SAUSA300_RS15665,NC_007793.1,2833236,2833415,-,180,protein_coding,GCF_000013465.1,SAUSA300_2604,hypothetical protein,NA
SAUSA300_RS14485,NC_007793.1,2833608,2834240,-,633,protein_coding,GCF_000013465.1,SAUSA300_2605,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,NA
SAUSA300_RS14490,NC_007793.1,2834237,2834995,-,759,protein_coding,GCF_000013465.1,SAUSA300_2606,imidazole glycerol phosphate synthase subunit HisF,hisF
SAUSA300_RS14495,NC_007793.1,2834992,2835696,-,705,protein_coding,GCF_000013465.1,SAUSA300_2607,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,NA
SAUSA300_RS14500,NC_007793.1,2835689,2836267,-,579,protein_coding,GCF_000013465.1,SAUSA300_2608,imidazole glycerol phosphate synthase subunit HisH,hisH
SAUSA300_RS14505,NC_007793.1,2836264,2836842,-,579,protein_coding,GCF_000013465.1,SAUSA300_2609,imidazoleglycerol-phosphate dehydratase HisB,hisB
SAUSA300_RS14510,NC_007793.1,2836811,2837824,-,1014,protein_coding,GCF_000013465.1,SAUSA300_2610,histidinol-phosphate aminotransferase family protein,NA
SAUSA300_RS14515,NC_007793.1,2837840,2839090,-,1251,protein_coding,GCF_000013465.1,SAUSA300_2611,histidinol dehydrogenase,NA
SAUSA300_RS14520,NC_007793.1,2839083,2839697,-,615,protein_coding,GCF_000013465.1,SAUSA300_2612,ATP phosphoribosyltransferase,NA
SAUSA300_RS14525,NC_007793.1,2839715,2840533,-,819,protein_coding,GCF_000013465.1,SAUSA300_2613,ATP phosphoribosyltransferase regulatory subunit,NA
SAUSA300_RS14530,NC_007793.1,2840838,2841962,-,1125,protein_coding,GCF_000013465.1,SAUSA300_2614,polysaccharide deacetylase family protein,NA
SAUSA300_RS14535,NC_007793.1,2842080,2842577,-,498,protein_coding,GCF_000013465.1,SAUSA300_2615,GNAT family N-acetyltransferase,NA
SAUSA300_RS14540,NC_007793.1,2842624,2843457,-,834,protein_coding,GCF_000013465.1,SAUSA300_2616,energy-coupling factor transporter transmembrane protein EcfT,NA
SAUSA300_RS14545,NC_007793.1,2843454,2845166,-,1713,protein_coding,GCF_000013465.1,SAUSA300_2617,ABC transporter ATP-binding protein,NA
SAUSA300_RS14550,NC_007793.1,2845219,2845773,-,555,protein_coding,GCF_000013465.1,SAUSA300_2618,ECF-type riboflavin transporter substrate-binding protein,NA
SAUSA300_RS14555,NC_007793.1,2845802,2846650,-,849,protein_coding,GCF_000013465.1,SAUSA300_2619,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein,NA
SAUSA300_RS14560,NC_007793.1,2847030,2847545,+,516,protein_coding,GCF_000013465.1,SAUSA300_2620,polyisoprenoid-binding protein,NA
SAUSA300_RS14565,NC_007793.1,2847694,2848665,-,972,protein_coding,GCF_000013465.1,SAUSA300_2621,SMP-30/gluconolactonase/LRE family protein,NA
SAUSA300_RS14570,NC_007793.1,2848909,2849865,+,957,protein_coding,GCF_000013465.1,SAUSA300_2622,rhodanese-related sulfurtransferase,NA
SAUSA300_RS14575,NC_007793.1,2850017,2850655,+,639,protein_coding,GCF_000013465.1,SAUSA300_2623,pyroglutamyl-peptidase I,pcp
SAUSA300_RS14580,NC_007793.1,2850774,2851541,-,768,protein_coding,GCF_000013465.1,SAUSA300_2624,hypothetical protein,NA
SAUSA300_RS14585,NC_007793.1,2851531,2851869,-,339,protein_coding,GCF_000013465.1,SAUSA300_2625,PadR family transcriptional regulator,NA
SAUSA300_RS14590,NC_007793.1,2852036,2852500,+,465,protein_coding,GCF_000013465.1,SAUSA300_2626,bacillithiol transferase BstA,bstA
SAUSA300_RS14595,NC_007793.1,2852738,2854156,+,1419,protein_coding,GCF_000013465.1,SAUSA300_2627,anion permease,NA
SAUSA300_RS14600,NC_007793.1,2854569,2855477,-,909,protein_coding,GCF_000013465.1,SAUSA300_2628,EamA family transporter RarD,rarD
SAUSA300_RS14605,NC_007793.1,2855702,2856277,+,576,protein_coding,GCF_000013465.1,SAUSA300_2629,DNA-binding protein,NA
SAUSA300_RS14610,NC_007793.1,2856442,2857458,+,1017,protein_coding,GCF_000013465.1,SAUSA300_2630,HoxN/HupN/NixA family nickel/cobalt transporter,NA
SAUSA300_RS14615,NC_007793.1,2857701,2858495,+,795,protein_coding,GCF_000013465.1,SAUSA300_2631,arylamine N-acetyltransferase,NA
SAUSA300_RS14620,NC_007793.1,2858629,2859141,-,513,protein_coding,GCF_000013465.1,SAUSA300_2632,HdeD family acid-resistance protein,NA
SAUSA300_RS14625,NC_007793.1,2859424,2860182,+,759,protein_coding,GCF_000013465.1,SAUSA300_2633,peptide resistance ABC transporter ATP-binding subunit VraD,vraD
SAUSA300_RS14630,NC_007793.1,2860172,2862052,+,1881,protein_coding,GCF_000013465.1,SAUSA300_2634,peptide resistance ABC transporter permease subunit VraE,vraE
SAUSA300_RS14635,NC_007793.1,2862145,2862336,+,192,protein_coding,GCF_000013465.1,SAUSA300_2635,peptide resistance ABC transporter activity modulator VraH,vraH
SAUSA300_RS14640,NC_007793.1,2862384,2862884,+,501,pseudogene,GCF_000013465.1,SAUSA300_2636,IS30 family transposase,NA
SAUSA300_RS14645,NC_007793.1,2862944,2863441,-,498,protein_coding,GCF_000013465.1,SAUSA300_2637,hypothetical protein,NA
SAUSA300_RS15855,NC_007793.1,2863443,2863529,-,87,pseudogene,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS15670,NC_007793.1,2863544,2863870,+,327,pseudogene,GCF_000013465.1,NA,IS30 family transposase,NA
SAUSA300_RS14650,NC_007793.1,2863899,2864090,+,192,protein_coding,GCF_000013465.1,SAUSA300_2638,peptide resistance ABC transporter activity modulator VraH,vraH
SAUSA300_RS14655,NC_007793.1,2864483,2864683,+,201,protein_coding,GCF_000013465.1,SAUSA300_2639,cold-shock protein,NA
SAUSA300_RS14660,NC_007793.1,2864810,2865379,-,570,protein_coding,GCF_000013465.1,SAUSA300_2640,helix-turn-helix domain-containing protein,NA
SAUSA300_RS14665,NC_007793.1,2865639,2866034,-,396,protein_coding,GCF_000013465.1,SAUSA300_2641,DUF3147 family protein,NA
SAUSA300_RS14670,NC_007793.1,2866102,2866455,-,354,protein_coding,GCF_000013465.1,SAUSA300_2642,DUF3147 family protein,NA
SAUSA300_RS15860,NC_007793.1,2866555,2866737,-,183,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS14675,NC_007793.1,2866908,2867747,-,840,protein_coding,GCF_000013465.1,SAUSA300_2643,nucleoid occlusion protein,noc
SAUSA300_RS14680,NC_007793.1,2867790,2868509,-,720,protein_coding,GCF_000013465.1,SAUSA300_2644,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,rsmG
SAUSA300_RS14685,NC_007793.1,2868509,2870386,-,1878,protein_coding,GCF_000013465.1,SAUSA300_2645,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,mnmG
SAUSA300_RS14690,NC_007793.1,2870453,2871832,-,1380,protein_coding,GCF_000013465.1,SAUSA300_2646,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,mnmE
